"","season","player","fotmob_id","team","pos","height","weight","age","foot","minutes","accurate_long_balls","accurate_passes","acted_as_sweeper","aerials_won","aerials_won_%","aerials_won_comp","assists","blocked_scoring_attempt","chances_created","chances_created_comp","clean_sheet_comp","clean_sheets","cross_accuracy","defensive_actions_comp","dispossessed","dribbled_past","dribbles","dribbles_success_rate","duels_won","duels_won_%","error_led_to_goal","fouls_won","goals","goals_comp","goals_conceded","goals_conceded_comp","goals_prevented","high_claims","interceptions","keeper_high_claim_comp","keeper_sweeper_actions_comp","long_ball_accuracy","long_ball_succeeeded_accuracy_comp","pass_accuracy","penalties_awarded","penalties_conceded","penalty_goals","penalty_goals_conceded","penalty_goals_faced","penalty_goals_saves","possession_won_final_3rd","recoveries","save_percentage","save_percentage_comp","saves","shot_attempts_comp","shots","shots_on_target","successful_crosses","tackles_won","tackles_won_%","touches","touches_comp","touches_in_opposition_box","xa","xg","xg_excl._penalty","xgot"
"11",2023,"Thomas Partey",434325,"Arsenal","Central Midfielder","185 cm","75","30","Right",251,3.58565737051793,78.8844621513944,NA,0.717131474103586,40,0.658227980136871,0,NA,1.07569721115538,0.551899015903473,NA,NA,100,0.620253026485443,1.07569721115538,0.717131474103586,2.15139442231076,85.7142857142857,5.73705179282869,64,NA,0.717131474103586,0,0.245570003986359,NA,NA,NA,NA,1.43426294820717,NA,NA,55.5555555555556,NA,91.6666666666667,NA,NA,NA,NA,NA,NA,1.07569721115538,8.60557768924303,NA,NA,NA,0.407595008611679,0.717131474103586,0.358565737051793,0.717131474103586,1.79282868525896,83.3333333333333,101.832669322709,0.95949399471283,1.07569721115538,0.0735010972535943,0.0259601606790763,0.0259601606790763,0.0102908365369081
"12",2023,"Martin Ødegaard",534670,"Arsenal","Central Midfielder","176 cm","68","24","Left",1058,1.19092627599244,42.8733459357278,NA,NA,NA,0.0278481002897024,0.170132325141777,0.595463137996219,2.29678638941399,0.896202981472015,NA,NA,36.6666666666667,0.0253164991736412,1.53119092627599,1.4461247637051,0.765595463137996,47.3684210526316,3.06238185255198,37.8947368421053,NA,0.680529300567108,0.340264650283554,0.982277989387512,NA,NA,NA,NA,0.255198487712665,NA,NA,56,NA,86.1538461538462,0.0850661625708885,NA,0.170132325141777,NA,NA,NA,1.27599243856333,4.59357277882798,NA,NA,NA,0.969619989395142,2.12665406427221,1.02079395085066,0.935727788279773,0.510396975425331,31.5789473684211,65.5009451795841,0.653164982795715,3.48771266540643,0.213944449992622,0.247448962217017,0.11331663803252,0.260166364716672
"13",2023,"Declan Rice",654096,"Arsenal","Central Midfielder","185 cm","76","24","Right",1294,2.92117465224111,60.7882534775889,NA,0.973724884080371,35.8974358974359,0.587342023849487,0.0695517774343122,0.62596599690881,0.765069551777434,0.263291001319885,NA,NA,NA,0.592405021190643,0.556414219474498,0.834621329211746,0.417310664605873,46.1538461538462,3.9644513137558,49.5652173913044,NA,0.62596599690881,0.208655332302937,0.731646001338959,NA,NA,NA,NA,1.59969088098918,NA,NA,60.8695652173913,NA,91.5183246073298,NA,NA,NA,NA,NA,NA,0.62596599690881,5.28593508500773,NA,NA,NA,0.326582014560699,1.39103554868624,0.417310664605873,NA,0.973724884080371,50,78.3848531684699,0.794937014579773,1.112828438949,0.059877924241091,0.0868075763608057,0.0868075763608057,0.150224880604692
"14",2023,"Emile Smith Rowe",889534,"Arsenal","Left Midfielder","182 cm","73","23","Right",105,0.857142857142857,35.1428571428571,NA,2.57142857142857,75,0.444444000720978,0.857142857142857,NA,0.857142857142857,0.800504982471466,NA,NA,NA,0.0353535003960133,2.57142857142857,0.857142857142857,1.71428571428571,100,5.14285714285714,42.8571428571429,NA,NA,0,0.919192016124725,NA,NA,NA,NA,0.857142857142857,NA,NA,100,NA,78.8461538461538,NA,NA,NA,NA,NA,NA,1.71428571428571,4.28571428571429,NA,NA,NA,0.934342980384827,2.57142857142857,2.57142857142857,NA,NA,NA,58.2857142857143,0.487374007701874,3.42857142857143,0.0435419401952199,0.718714305332729,0.718714305332729,0.8348571232387
"15",2023,"Fabio Vieira",1025462,"Arsenal","Central Midfielder","170 cm","66","23","Left",238,1.13445378151261,33.2773109243698,NA,NA,NA,0.0833332985639572,0.756302521008403,0.378151260504202,1.13445378151261,0.944444000720978,NA,NA,23.0769230769231,0.0151514997705817,1.51260504201681,NA,0.756302521008403,28.5714285714286,5.67226890756302,51.7241379310345,NA,3.78151260504202,0.378151260504202,0.510101020336151,NA,NA,NA,NA,0.756302521008403,NA,NA,60,NA,87.1287128712871,0.756302521008403,NA,0.378151260504202,NA,NA,NA,0.756302521008403,4.91596638655462,NA,NA,NA,0.785354018211365,2.26890756302521,0.756302521008403,1.13445378151261,0.756302521008403,66.6666666666667,58.9915966386555,0.388889014720917,6.80672268907563,0.199601159376257,0.452722666644249,0.154588237530043,0.423000004111218
"16",2023,"Leandro Trossard",318615,"Arsenal","Left Winger","175 cm","70","29","Right",507,1.06508875739645,26.4497041420118,NA,0.710059171597633,44.4444444444444,0.237225994467735,0.177514792899408,1.06508875739645,1.95266272189349,0.846714973449707,NA,NA,19.3548387096774,0.259124010801315,1.59763313609467,0.887573964497041,0.532544378698225,42.8571428571429,4.08284023668639,47.9166666666667,NA,1.59763313609467,0.532544378698225,0.715327978134155,NA,NA,NA,NA,0.887573964497041,NA,NA,75,NA,76.4102564102564,NA,NA,NA,NA,NA,NA,0.177514792899408,5.14792899408284,NA,NA,NA,0.481752008199692,3.19526627218935,1.06508875739645,1.06508875739645,0.887573964497041,62.5,57.5147928994083,0.576641976833344,7.27810650887574,0.201105196800458,0.355420098502255,0.355420098502255,0.73294083747638
"17",2023,"Gabriel Jesus",576165,"Arsenal","Striker","175 cm","73","26","Right",587,0.153321976149915,22.3850085178876,NA,1.37989778534923,32.1428571428571,0.450980007648468,0.153321976149915,0.613287904599659,1.53321976149915,0.700980007648468,NA,NA,NA,0.921568989753723,2.75979557069847,1.53321976149915,2.29982964224872,57.6923076923077,7.35945485519591,41.025641025641,NA,1.83986371379898,0.30664395229983,0.725489974021912,NA,NA,NA,NA,0.766609880749574,NA,NA,100,NA,77.6595744680851,NA,NA,NA,NA,NA,NA,1.68654173764906,4.29301533219761,NA,NA,NA,0.622548997402191,2.91311754684838,1.37989778534923,NA,1.22657580919932,66.6666666666667,52.129471890971,0.941175997257233,9.04599659284497,0.1206725013317,0.544737660702083,0.544737660702083,0.459122682145751
"18",2023,"Reiss Nelson",748382,"Arsenal","Right Winger","175 cm","71","23","Right",61,NA,NA,NA,NA,NA,0.59272700548172,NA,NA,NA,0.985454976558685,NA,NA,NA,0.869090974330902,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661818027496338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963635981082916,NA,NA,NA,NA,NA,NA,0.930908977985382,NA,NA,NA,NA,NA
"19",2023,"Kai Havertz",749736,"Arsenal","Striker","193 cm","77","24","Both",828,0.326086956521739,28.695652173913,NA,3.26086956521739,50,0.69607800245285,0.108695652173913,0.543478260869565,1.41304347826087,0.85294097661972,NA,NA,NA,0.960784018039703,1.19565217391304,0.760869565217391,0.434782608695652,40,7.17391304347826,49.6240601503759,NA,1.52173913043478,0.326086956521739,0.171569004654884,NA,NA,NA,NA,0.760869565217391,NA,NA,50,NA,80.9815950920245,NA,NA,0.108695652173913,NA,NA,NA,0.869565217391304,4.1304347826087,NA,NA,NA,0.372548997402191,2.06521739130435,0.326086956521739,NA,0.869565217391304,44.4444444444444,50.3260869565217,0.926470994949341,6.08695652173913,0.1097880627798,0.361717395160509,0.276021750076957,0.245326083639394
"20",2023,"Edward Nketiah",860920,"Arsenal","Striker","175 cm","72","24","Right",820,NA,13.8292682926829,NA,1.64634146341463,45.4545454545455,0.357843011617661,0,0.658536585365854,0.658536585365854,0.0686274990439415,NA,NA,NA,0.60294097661972,1.31707317073171,0.329268292682927,0.878048780487805,42.1052631578947,4.9390243902439,44.5544554455446,NA,1.86585365853659,0.548780487804878,0.64705902338028,NA,NA,NA,NA,0.329268292682927,NA,NA,NA,NA,82.8947368421053,0.219512195121951,NA,NA,NA,NA,NA,0.548780487804878,1.86585365853659,NA,NA,NA,0.774510025978088,2.96341463414634,0.878048780487805,NA,0.329268292682927,50,32.7073170731707,0.30392199754715,6.36585365853658,0.034367297844189,0.399051206867869,0.399051206867869,0.321091454203536
"21",2023,"Bukayo Saka",961995,"Arsenal","Right Winger","178 cm","65","22","Left",1216,0.888157894736842,34.1940789473684,NA,0.888157894736842,46.1538461538462,0.554745018482208,0.444078947368421,0.740131578947368,2.8125,0.864964008331299,NA,NA,30.4878048780488,0.576641976833344,1.77631578947368,0.962171052631579,1.62828947368421,48.8888888888889,6.95723684210526,51.9337016574586,NA,2.22039473684211,0.370065789473684,0.883211970329285,NA,NA,NA,NA,0.444078947368421,NA,NA,48,NA,82.9443447037702,NA,NA,0.148026315789474,NA,NA,NA,1.03618421052632,4.95888157894737,NA,NA,NA,0.664233982563019,2.07236842105263,0.962171052631579,1.85032894736842,1.25822368421053,56.6666666666667,66.1677631578947,0.740876019001007,7.10526315789474,0.37405169323871,0.345382408091896,0.228678452733316,0.425346223147292
"22",2023,"Gabriel Martinelli",1021586,"Arsenal","Left Winger","180 cm","75","22","Right",948,1.42405063291139,32.1835443037975,NA,0.854430379746835,37.5,0.642336010932922,0.189873417721519,0.664556962025316,1.80379746835443,0.704379975795746,NA,NA,24.6153846153846,0.153284996747971,1.89873417721519,0.379746835443038,1.89873417721519,47.6190476190476,4.55696202531646,39.6694214876033,NA,1.04430379746835,0.189873417721519,0.817517995834351,NA,NA,NA,NA,0.284810126582278,NA,NA,71.4285714285714,NA,87.5968992248062,NA,NA,NA,NA,NA,NA,0.379746835443038,3.41772151898734,NA,NA,NA,0.521897971630096,2.08860759493671,0.949367088607595,1.51898734177215,0.569620253164557,75,59.3354430379747,0.532846987247467,8.25949367088608,0.160092477557025,0.16804746811903,0.16804746811903,0.27025632465942
"23",2023,"Alisson Becker",319784,"Liverpool","Keeper","193 cm","91","31","Right",1170,3.76923076923077,NA,0.461538461538462,NA,NA,NA,0.0769230769230769,NA,NA,NA,0.625,0.307692307692308,NA,NA,NA,NA,NA,NA,NA,NA,0.0769230769230769,NA,NA,NA,0.846153846153846,0.610293984413147,0.00201350399571606,0.692307692307692,NA,0.41176500916481,0.970588028430939,37.984496124031,0.205881997942924,82.2314049586777,NA,NA,NA,NA,NA,NA,NA,NA,80,0.198529005050659,3.38461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2023,"Caoimhin Kelleher",776689,"Liverpool","Keeper","188 cm","75","25","Right",180,3,NA,0.5,NA,NA,NA,NA,NA,NA,NA,0.313868999481201,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,1.5,0.218978002667427,-0.00440722306569417,1,NA,0.182482004165649,0.102190002799034,50,1,91.044776119403,NA,NA,NA,NA,NA,NA,NA,NA,50,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2023,"Joel Matip",171698,"Liverpool","Center Back","195 cm","89","32","Right",783,1.83908045977012,56.7816091954023,NA,3.2183908045977,73.6842105263158,0.756676971912384,0,0.114942528735632,0.229885057471264,0.821958005428314,NA,NA,NA,0.480711996555328,0.459770114942529,0.459770114942529,NA,NA,4.94252873563218,61.4285714285714,NA,0.344827586206897,0,0.557862997055054,NA,NA,NA,NA,1.03448275862069,NA,NA,42.1052631578947,NA,87.7442273534636,NA,NA,NA,NA,NA,NA,0.114942528735632,6.66666666666667,NA,NA,NA,0.596439003944397,0.574712643678161,NA,NA,0.689655172413793,50,77.816091954023,0.83086097240448,1.37931034482759,0.0146727674993975,0.0657241371856339,0.0657241371856339,0.00742528716038013
